,"('All ', 'Mister Jolson ')","('Jolson ', 'Sergeant Colon ')","('Jolson ', 'Fred ')","('Jolson ', 'Colon ')","('Sergeant Colon ', 'Fred ')","('Sergeant Colon ', 'Colon ')","('Fred ', 'Colon ')","('All ', 'Fred ')","('All ', 'Colon ')","('Watch ', 'Sam ')","('Vimes ', 'Carrot ')","('Someone ', 'Vimes ')","('Someone ', 'Bluejohn ')","('Vimes ', 'Bluejohn ')","('Agi ', 'Agi Hammerthief ')","('Vimes ', 'Sweet Fanny Adams ')","('Bonk ', 'Vimes ')","('Beyonk ', 'Carrot ')","('Vimes ', 'Borogravia ')","('Vimes ', 'Genua ')","('Borogravia ', 'Genua ')","('Borogravia ', 'Carrot ')","('Genua ', 'Carrot ')","('Uberwald ', 'Carrot ')","('Vetinari ', 'Carrot ')","('Vetinari ', 'Lady Sybil ')","('Guild ', 'Lady Sybil ')","('Vetinari ', 'Sybil ')","('Vimes ', 'Lord Vetinari ')","('Vimes ', 'Vetinari ')","('Angua ', 'Nobby ')","('Angua ', 'Detritus ')","('Nobby ', 'Detritus ')","('Incidentally ', 'Nobby ')","('Guild ', 'Nobby ')","('Duncan ', 'Nobby ')","('Mister Vimes ', 'Nobby ')","('Good ', 'Angua ')","('Angua ', 'Eau ')","('Angua ', 'Nobbs ')","('Eau ', 'Nobbs ')","('Dwarfs ', 'Dwarf ')","('Dwarfs ', 'Vimes ')","('Dwarf ', 'Vimes ')","('Vimes ', 'Cheery ')","('Dee ', 'Rhys ')","('Dee ', 'Low King ')","('Rhys ', 'Low King ')","('Dee ', 'Vimes ')","('Guards ', 'Smart ')","('Vimes ', 'Sybil ')","('Vimes ', 'Colon ')","('Vimes ', 'Nobby ')","('Colon ', 'Nobby ')","('Anyway ', 'Dozy ')","('Agi ', 'Bloodaxe ')","('Agi ', 'Sybil ')","('Bloodaxe ', 'Sybil ')","('Vimes ', 'Wolf ')","('Sam ', 'Sybil ')","('Vimes ', 'Nobby Nobbs ')","('Nobby Nobbs ', 'Carrot ')","('Vimes ', 'Detritus ')","('Vimes ', 'Inigo ')","('Mister Skimmer ', 'Vimes ')","('Marquis ', 'Fantailler ')","('Margolotta ', 'Lady ')","('Mister Vimes ', 'Animal ')","('Mister Vimes ', 'Goodbye ')","('Vimes ', 'Angua ')","('Uberwald ', 'Muscles ')","('Uberwald ', 'Wolf ')","('Muscles ', 'Wolf ')","('Lady Sybil ', 'Wolf ')","('Vimes ', 'Scone ')","('Vimes ', 'Albrecht ')","('Scone ', 'Albrecht ')","('Angua ', 'Wolf ')","('Nobby ', 'Reg ')","('Lord ', 'Vetinari ')","('Lord ', 'Nobby ')","('Vetinari ', 'Nobby ')","('Drurnknott ', 'Guild ')","('Vimes ', 'Drumknott ')","('Colon ', 'Drumknott ')","('Wolfgang ', 'Father ')","('Get Killed ', 'Angua ')","('Hay ', 'Wolf ')","('Mister Vimes ', 'Wolf ')","('Mister Vimes ', 'Civilized ')","('Wolfgang ', 'Vimes ')","('Sir Samuel Vimes ', 'Steam ')","('Gavin ', 'Carrot ')","('Angua ', 'Gavin ')","('Vimes ', 'Gaspode ')","('Vimes ', 'Fred ')","('Vimes ', 'Gavin ')","('Angua ', 'Carrot ')","('Uberwald ', 'Angua ')","('Vimes ', 'Sleeps ')","('Wolfgang ', 'Angua ')","('Wolfgang ', 'Uberwald ')","('Cheery ', 'Inigo ')","('Cheery ', 'Sybil ')","('Inigo ', 'Sybil ')","('Pictures ', 'Boxes ')","('Pictures ', 'Inigo ')","('Boxes ', 'Inigo ')","('Gaspode ', 'Angua ')","('Gaspode ', 'Gavin ')","('Vimes ', 'Snow ')","('Vimes ', 'Colonesque ')","('Snow ', 'Colonesque ')","('Vimes ', 'Tantony ')","('Lintel ', 'Boulder ')","('Lady ', 'Sybil ')","('Sam Vimes ', 'Sam ')","('Sam Vimes ', 'Sybil ')","('Sam Vimes ', 'Detritus ')","('Sam ', 'Detritus ')","('Sybil ', 'Detritus ')","('Serafine ', 'Nobby Nobbs ')","('Serafine ', 'Lady Sybil ')","('Nobby Nobbs ', 'Lady Sybil ')","('Serafine ', 'Sybil ')","('Serafine ', 'Sybil Ramkin ')","('Sybil Ramkin ', 'Sybil ')","('Torches ', 'Forward ')","('Vines ', 'Halfway ')","('Angua ', 'Mister Vines ')","('Vines ', 'Paws ')","('Wolfgang ', 'Civilized ')","('Father ', 'Magweri ')","('Father ', 'Uncle Ulf ')","('Father ', 'Nancy ')","('Father ', 'Angua ')","('Father ', 'Aunt Hilda ')","('Father ', 'Mother ')","('Magweri ', 'Uncle Ulf ')","('Magweri ', 'Nancy ')","('Magweri ', 'Angua ')","('Magweri ', 'Aunt Hilda ')","('Magweri ', 'Mother ')","('Uncle Ulf ', 'Nancy ')","('Uncle Ulf ', 'Angua ')","('Uncle Ulf ', 'Aunt Hilda ')","('Uncle Ulf ', 'Mother ')","('Nancy ', 'Angua ')","('Nancy ', 'Aunt Hilda ')","('Nancy ', 'Mother ')","('Angua ', 'Aunt Hilda ')","('Angua ', 'Mother ')","('Aunt Hilda ', 'Mother ')","('Mister Vimes ', 'Detritus ')","('Sybil ', 'Carrot ')","('Angua ', 'Mister Vimes ')","('Figures ', 'Torchlight ')","('Vimes ', 'Captain Tantony ')","('Uberwald ', 'Tantony ')","('Wolfgang ', 'Tantony ')","('Wolfgang ', 'Carrot ')","('Tantony ', 'Carrot ')","('Fantailler ', 'Carrot ')","('Wolfgang ', 'Steam ')","('Carrot ', 'Vimes ')","('Carrot ', 'Gavin ')","('Carrot ', 'Beside ')","('Vimes ', 'Beside ')","('Gavin ', 'Beside ')","('Wolfgang ', 'Gavin ')","('Vimes ', 'Fantailler ')","('Wolfgang ', 'Gaspode ')","('Gavin ', 'Gaspode ')","('Vimes ', 'Igor ')","('Cheery ', 'Carrot ')","('Blood ', 'Gaspode ')","('Igor ', 'Detritus ')","('Wolfgang ', 'Igor ')","('Tantony ', 'Igor ')","('Igor ', 'Carrot ')","('Igor ', 'Mithter Crapanthy ')","('Bonk ', 'Angua ')","('Wolfgang ', 'Mister Vimes ')","('Mister Vimes ', 'Carrot ')","('Suck ', 'Lord Vetinari ')","('Vun ', 'Lady Margolotta ')","('Icicles ', 'Vimes ')","('Icicles ', 'Snow ')","('Cheery ', 'Ransom ')","('Dwarfs ', 'Duchess ')","('Dwarfs ', 'Down ')","('Down ', 'Vimes ')","('Ironhammer ', 'Slogram ')","('Ironhammer ', 'Lady Sybil ')","('Slogram ', 'Lady Sybil ')","('Dee ', 'Albrecht ')","('Fresh ', 'Vimes ')","('Fresh ', 'Dee ')","('Vimes ', 'Dee ')","('Uberwald ', 'Albrecht ')","('Dee ', 'Slogram ')","('Vimes ', 'Slogram ')","('Iron ', 'Fat ')","('Sam ', 'Sorry ')","('Vimes ', 'Sam ')","('Someone ', 'Sam ')","('Carrot ', 'How ')","('Angua ', 'Igor ')","(""'Gavin "", 'Carrot ')","('Gavin ', 'Wolf ')","('Sam Vimes ', 'Igor ')","('Uberwald ', 'Igor ')","('Dee ', 'Bloody ')","('Dee ', 'Lady Margolotta ')","('Bloody ', 'Lady Margolotta ')","('Further ', 'Sybil ')","('Vimes ', 'Sounds ')","('Angua ', 'Sam ')","('Wolfgang ', 'Detritus ')","('Sam Vimes ', 'Lady Sybil ')","('Igor ', 'Sybil ')","('Piecemaker ', 'Vimes ')","('Piecemaker ', 'Detritus ')","('Old ', 'Igor ')","('Old ', 'Left ')","('Igor ', 'Left ')","('Cheery ', 'Angua ')","('Tantony ', 'Fair ')","('Fat Pancakes ', 'Mother ')","('Wolfgang ', 'Bad Sculpting ')","('Vimes ', 'Lady Margolotta ')","('Vimes ', 'Delphine ')","('Lady Margolotta ', 'Delphine ')","('Vimes ', 'Uberwald ')","('Scopani ', 'Igor ')","('Lord Vetinari ', 'Igor ')","('Cheery ', 'Igor ')","('Vimes ', 'Which ')","('Gavin ', 'Angua ')","('Gavin ', 'Eats Wrong Meat ')","('Angua ', 'Eats Wrong Meat ')","('Wolves ', 'Doubt ')","('Wolves ', 'Carrot ')","('Doubt ', 'Carrot ')","('Almost ', 'Gavin ')","('Almost ', 'Carrot ')","('Dee ', 'Lady Sybil ')","('Cheery ', 'Sorry ')","('Cheery ', 'Lady Sybil ')","('Sorry ', 'Lady Sybil ')","('Doctor Thaumic ', 'Igor ')","('Eerie ', 'Igor ')","('Okay ', 'Igor ')","('Angua ', 'Sybil ')","('Barges ', 'Smarl ')","('Nobbs ', 'Nobby ')","('Carrot ', 'Nobby ')","('Reg ', 'Fred ')","('Reg ', 'Dorfl ')","('Fred ', 'Dorfl ')","('Someone ', 'Colon ')","('Fred Colon ', 'Nobby ')","('Fred ', 'Mister Vimes ')","('Fred ', 'Nobby ')","('Nobby ', 'Colon ')","('Nobby ', 'Carrot ')","('Colon ', 'Carrot ')","('Stephen Briggs ', 'Paul Kidby ')","('Twurp ', 'Lady Margolotta ')","('Margolotta ', 'Igor ')","('Igor ', 'Lady ')","('Sam ', 'Lady ')","('Serafine ', 'Werewolf ')","('Serafine ', 'Angua ')","('Werewolf ', 'Angua ')","('Werewolf ', 'Sybil ')","('Sam ', 'Angua ')","('Willikins ', 'Sam ')","('Dwarf Bread Museum ', 'Carrot ')","('Sergeant Colon ', 'Sam ')","('Sergeant Colon ', 'Nobby ')","('Sam ', 'Nobby ')","('Boltcutter ', 'Harry ')","('Ramkin ', 'Sybil ')","('Vimes ', 'Cat ')","('Cat ', 'Carrot ')","('Bloodaxe ', 'Uberwald ')","('Vimes ', 'Wet Towel Tag ')","('Vimes ', 'Ahmed ')","('Wet Towel Tag ', 'Ahmed ')","('Igors ', 'Igor ')","('Vampires ', 'Igors ')","('Vampires ', 'Igor ')","('Poor ', 'Samuel Vimes ')","('Thir Thamuel Vimeth ', 'Hith Grathe ')","('Twurp ', 'Uberwald ')","('Wolf ', 'Lady Sybil ')","('Wolf ', 'Mother ')","('Lady Sybil ', 'Mother ')","('Baron ', 'Detritus ')","('Mother ', 'Wolf ')","('Vimes ', 'Willikins ')","('Vetinari ', 'Sir Samuel ')","('Ancient Klatchian ', 'Mildly Yellow ')","('Ancient Klatchian ', 'Sybil ')","('Mildly Yellow ', 'Sybil ')","('Mhmmhm ', 'Skimmer ')","('Sergeant Stronginthearm ', 'Vimes ')","('Sonkies ', 'Sonky ')","('Sonkies ', 'Carrot ')","('Sonky ', 'Carrot ')","('Views ', 'Carrot ')","('Halt ', 'Sergeant Colon ')","('Halt ', 'Lower Broadway ')","('Sergeant Colon ', 'Lower Broadway ')","('Uberwald ', 'Sonky ')","('Lord Vetinari ', 'Steam ')","('Leonard ', 'Quirm ')","('Leonard ', 'Patrician ')","('Quirm ', 'Patrician ')","('Leonard ', 'Vetinari ')","('Cheery ', 'Skimmer ')","('Cheery ', 'Detritus ')","('Skimmer ', 'Detritus ')","('Vimes ', 'Skimmer ')","('Silver ', 'Stone ')","('Shoe ', 'Sonky ')","('Shoe ', 'Reg ')","('Sonky ', 'Reg ')","('Shoe ', 'Swires ')","('Swires ', 'Reg ')","('Shoe ', 'Mister Sonky ')","('Shoe ', 'Vimes ')","('Vimes ', 'Reg ')","('Sons ', 'Zebedinah ')","('Sons ', 'Josiah Frument ')","('Sons ', 'Seed Merchants ')","('Zebedinah ', 'Josiah Frument ')","('Zebedinah ', 'Seed Merchants ')","('Josiah Frument ', 'Seed Merchants ')","('Visit ', 'Carrot ')","('Watch ', 'Mister Ironfoundersson ')","('Watch ', 'Carrot ')","('Uberwald ', 'Vetinari ')","('Uberwald ', 'Lord Vetinari ')","('Lord Vetinari ', 'Carrot ')","('Vetinari ', 'Drumknott ')","('Gaspode ', 'Carrot ')","('Silly ', 'Carrot ')","('Uberwald ', 'Gaspode ')","('Look ', 'Nobby ')","('Captain Colon ', 'Nobby ')","('Captain Colon ', 'Colon ')","('Hubwards ', 'Carrot ')","('Captain Colon ', 'Reg ')","('Barge ', 'Reg ')","('Reg ', 'Nobby ')","('Colon ', 'Reg ')","('Scone ', 'Reg ')","('Reg Shoe ', 'Colon ')","('Dry ', 'Gaspode ')","('Dry ', 'Carrot ')","('Headin ', 'Gaspode ')","('Visit ', 'Pseudopolis Yard ')","('Visit ', 'Colon ')","('Visit ', 'Nobby ')","('Pseudopolis Yard ', 'Colon ')","('Pseudopolis Yard ', 'Nobby ')","('Visit ', 'Scone ')","('Sam Vimes ', 'Nobby ')","('Nobby ', 'Barge ')","('Fred Colon ', 'Captain Colon ')","('Captain Colon ', 'Who ')","('Ossory ', 'Constable Visit ')","('Ping ', 'Nobby ')","('Guild ', 'Cape Terror ')","('Guild ', 'Quirm ')","('Guild ', 'True ')","('Cape Terror ', 'Quirm ')","('Cape Terror ', 'True ')","('Quirm ', 'True ')","('Jack ', 'Vimes ')","('Jack ', 'Know Jack ')","('Jack ', 'Assault ')","('Vimes ', 'Know Jack ')","('Vimes ', 'Assault ')","('Know Jack ', 'Assault ')","('Skimmer ', 'Inigo ')","('Visit ', 'Truth ')","('Visit ', 'Captain Colon ')","('Vimesy ', 'Nobby ')","('Bloke ', 'Stronginthearm ')","('Bloke ', 'Mister Vimes ')","('Stronginthearm ', 'Mister Vimes ')","('Constable Hacknee ', 'Mister Vimes ')","('Fred Colon ', 'Hacknee ')","('Fred Colon ', 'Posh Wally ')","('Fred Colon ', 'Colon ')","('Hacknee ', 'Posh Wally ')","('Hacknee ', 'Colon ')","('Posh Wally ', 'Colon ')","('Visit ', 'Vimes ')","('Reg Shoe ', 'Sonky ')","('Reg Shoe ', 'Mister Vimes ')","('Sonky ', 'Mister Vimes ')","('Breaks ', 'Stronginthearm ')","('Breaks ', 'Nobby ')","('Stronginthearm ', 'Nobby ')","('Bottom ', 'Nose ')","('Bottom ', 'Faithful Companion Keeping Watch ')","('Nose ', 'Faithful Companion Keeping Watch ')","('Fred ', 'Vetinari ')","('Vetinari ', 'Colon ')","('Sweat ', 'Colon ')","('Frederick Colon ', 'Lord ')","('Frederick Colon ', 'Vetinari ')","('Sam Vimes ', 'Fred Colon ')","('Sam Vimes ', 'Fred ')","('Fred Colon ', 'Fred ')","('Amazin ', 'Gaspode ')","('Mhm ', 'Inigo ')","('Gaspode ', 'Foul Ole Ron ')","('Which ', 'Gaspode ')","('Hey ', 'Gaspode ')","('Famous ', 'Plucky Dog ')","('Vimes ', 'Lady Sybil ')","('Vimes ', 'Inigo Skimmer ')","('Someone ', 'Cheery ')","('Vimes ', 'Sergeant Colon ')","('Mmph ', 'Guild ')","('Vimes ', 'Cape Terror ')","('Sir Richard Liddleley ', 'Inigo ')","('Mmph ', 'Inigo ')","('Vimes ', 'Sir ')","('Sir ', 'Inigo ')","('Angua ', 'Gaspode ')","('Inigo ', 'Detritus ')","('Lady Sybil ', 'Sybil ')","('Inigo ', 'Lady Sybil ')","('Lancre ', 'Inigo ')","('Inigo ', 'Lady ')","('Littlebottom ', 'Inigo ')","('Awkward ', 'Gavin ')","('Bum ', 'Gaspode ')","('Bum ', 'Carrot ')","('Snow ', 'Gavin ')","('Vimes ', 'Fred Colon ')","('Colon ', 'Dorfl ')","('Poor ', 'Inigo ')","('Vodorny Square ', 'Inigo ')","('Aha ', 'Inigo ')","('Tantony ', 'Inigo ')","('Vimes ', 'Nobbski ')","('Nobbski ', 'Colonesque ')","('Mister Skimmer ', 'Trade ')","('Dogs ', 'Gaspode ')","('Father ', 'Carrot ')","('Andrei ', 'Poor ')","('Andrei ', 'Wolfgang ')","('Andrei ', 'Elsa ')","('Poor ', 'Wolfgang ')","('Poor ', 'Elsa ')","('Wolfgang ', 'Elsa ')","('Wolfgang ', 'Andrei ')","('Elsa ', 'Andrei ')","('Elsa ', 'Carrot ')","('Andrei ', 'Carrot ')","('Wando Sleeps ', 'Been ')","('Wando Sleeps ', 'Inigo ')","('Been ', 'Inigo ')","('Alwayth ', 'Igor ')","('Inigo ', 'Mister Sleeps ')","('Damn ', 'Vimes ')","('Damn ', 'Nobby ')","('Dat ', 'Detritus ')","('Someone ', 'Scone ')","('Ginger ', 'Igor ')","('Vimes ', 'Okay ')","('Igor ', 'Inigo ')","('Mmph ', 'Baron ')","('Mmph ', 'Low King ')","('Baron ', 'Low King ')","('Mmm ', 'Diet ')","('Mmm ', 'Bugs ')","('Diet ', 'Bugs ')","('Rhys ', 'Albrecht ')","('Tantony ', 'Captain Tantony ')","('Sam Vimes ', 'Vimes ')","('Vimes ', 'Llamedos ')","('Vimes ', 'Whole Food Delicatessen ')","('Llamedos ', 'Whole Food Delicatessen ')","('Rhys ', 'Glodson ')","('Albrecht ', 'Glodson ')","('Snorey ', 'Cheery ')","('Vimes ', 'Funny ')","('Lady Margolotta ', 'Sir Samuel ')","('Vimes ', 'Margolotta ')","('Vimes ', 'Fidget ')","('Vimes ', 'Lady ')","('Margolotta ', 'Fidget ')","('Fidget ', 'Lady ')","('Lady Margolotta ', 'Blood ')","('Vimes ', 'Sir Samuel ')","('Igor ', 'Sir Samuel ')","('Lady Margolotta ', 'Low King ')","('Low Kings ', 'Lady Margolotta ')","('Lady Margolotta ', 'Albrecht ')","('Lady Margolotta ', 'Crowns ')","('Lady Margolotta ', 'Anyway ')","('Lady Margolotta ', 'Garlic ')","('Albrecht ', 'Crowns ')","('Albrecht ', 'Anyway ')","('Albrecht ', 'Garlic ')","('Crowns ', 'Anyway ')","('Crowns ', 'Garlic ')","('Anyway ', 'Garlic ')","('Vimes ', 'Money ')","('Money ', 'Sir Samuel ')","('Money ', 'Margolotta ')","('Money ', 'Lady ')","('Sir Samuel ', 'Margolotta ')","('Sir Samuel ', 'Lady ')","('Lady Sybil ', 'Sir Samuel ')","('Dwarfs ', 'Cheery ')","('Vimes ', 'Blood ')","('Baron ', 'Vimes ')","('Serafine ', 'Vimes ')","('Homini Lupus ', 'Cheery ')","('Vimes ', 'Igorettes ')","('Vimes ', 'Igorinas ')","('Igorettes ', 'Igorinas ')","('Igor ', 'Lady Sybil ')","('Vimes ', 'Muntab ')","('Vimes ', 'Lancre ')","('Muntab ', 'Lancre ')","('Tantony ', 'Skimmer ')","('Igor ', 'Skimmer ')","('Sam ', 'Skimmer ')","('Mister Skimmer ', 'Light Fuse ')","('Shoe ', 'Dead Rights ')","('Sam ', 'Lady Sybil ')","('Good ', 'Military Attache ')","('Good ', 'Cheery ')","('Military Attache ', 'Cheery ')","('Vetinari ', 'Huh ')","('Look ', 'Sketches ')","('Vimes ', 'Hard Knocks ')","('Hard Knocks ', 'Inigo Skimmer ')","('Sam Vimes ', 'Downtown Bonk ')","('Vimes ', 'Downtown Bonk ')","('Lady Sybil ', 'Downtown Bonk ')","('Vimes ', 'Ideas Taster ')","('Ideas Taster ', 'Lady Sybil ')","('Dee ', 'Sam ')","('Bloodaxe ', 'Lady Sybil ')","('Vimes ', 'Water ')","('Dee ', 'Longfinger ')"
Chapter 0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chapter 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
